x,y,zone,phase_zone,S21_ang_deg_floqport,unique_name,x_abs,y_abs,top_length_2_mm,top_length_3_mm
7,31,9,9,-218.479861015916,1.7_1.9,16.569,73.377,1.7,1.9
8,31,9,9,-218.479861015916,1.7_1.9,18.936,73.377,1.7,1.9
9,31,9,9,-218.479861015916,1.7_1.9,21.303,73.377,1.7,1.9
10,31,9,9,-218.479861015916,1.7_1.9,23.67,73.377,1.7,1.9
11,31,9,9,-218.479861015916,1.7_1.9,26.037,73.377,1.7,1.9
12,31,9,9,-218.479861015916,1.7_1.9,28.404,73.377,1.7,1.9
13,31,9,9,-218.479861015916,1.7_1.9,30.771,73.377,1.7,1.9
14,31,9,9,-218.479861015916,1.7_1.9,33.138,73.377,1.7,1.9
15,31,9,9,-218.479861015916,1.7_1.9,35.505,73.377,1.7,1.9
16,31,9,9,-218.479861015916,1.7_1.9,37.872,73.377,1.7,1.9
17,31,9,9,-218.479861015916,1.7_1.9,40.239,73.377,1.7,1.9
18,31,9,9,-218.479861015916,1.7_1.9,42.606,73.377,1.7,1.9
19,31,9,9,-218.479861015916,1.7_1.9,44.973,73.377,1.7,1.9
20,31,9,9,-218.479861015916,1.7_1.9,47.34,73.377,1.7,1.9
21,31,9,9,-218.479861015916,1.7_1.9,49.707,73.377,1.7,1.9
22,31,9,9,-218.479861015916,1.7_1.9,52.074,73.377,1.7,1.9
23,31,9,9,-218.479861015916,1.7_1.9,54.441,73.377,1.7,1.9
24,31,9,9,-218.479861015916,1.7_1.9,56.808,73.377,1.7,1.9
25,31,9,9,-218.479861015916,1.7_1.9,59.175,73.377,1.7,1.9
26,31,9,9,-218.479861015916,1.7_1.9,61.542,73.377,1.7,1.9
27,31,9,9,-218.479861015916,1.7_1.9,63.909,73.377,1.7,1.9
28,31,9,9,-218.479861015916,1.7_1.9,66.276,73.377,1.7,1.9
29,31,9,9,-218.479861015916,1.7_1.9,68.643,73.377,1.7,1.9
30,31,9,9,-218.479861015916,1.7_1.9,71.01,73.377,1.7,1.9
31,31,9,9,-218.479861015916,1.7_1.9,73.377,73.377,1.7,1.9
32,31,9,9,-218.479861015916,1.7_1.9,75.744,73.377,1.7,1.9
0,32,9,9,-218.479861015916,1.7_1.9,0.0,75.744,1.7,1.9
1,32,9,9,-218.479861015916,1.7_1.9,2.367,75.744,1.7,1.9
2,32,9,9,-218.479861015916,1.7_1.9,4.734,75.744,1.7,1.9
3,32,9,9,-218.479861015916,1.7_1.9,7.101,75.744,1.7,1.9
4,32,9,9,-218.479861015916,1.7_1.9,9.468,75.744,1.7,1.9
5,32,9,9,-218.479861015916,1.7_1.9,11.835,75.744,1.7,1.9
6,32,9,9,-218.479861015916,1.7_1.9,14.202,75.744,1.7,1.9
7,32,9,9,-218.479861015916,1.7_1.9,16.569,75.744,1.7,1.9
8,32,9,9,-218.479861015916,1.7_1.9,18.936,75.744,1.7,1.9
9,32,9,9,-218.479861015916,1.7_1.9,21.303,75.744,1.7,1.9
10,32,9,9,-218.479861015916,1.7_1.9,23.67,75.744,1.7,1.9
11,32,9,9,-218.479861015916,1.7_1.9,26.037,75.744,1.7,1.9
12,32,9,9,-218.479861015916,1.7_1.9,28.404,75.744,1.7,1.9
13,32,9,9,-218.479861015916,1.7_1.9,30.771,75.744,1.7,1.9
14,32,9,9,-218.479861015916,1.7_1.9,33.138,75.744,1.7,1.9
15,32,9,9,-218.479861015916,1.7_1.9,35.505,75.744,1.7,1.9
16,32,9,9,-218.479861015916,1.7_1.9,37.872,75.744,1.7,1.9
17,32,9,9,-218.479861015916,1.7_1.9,40.239,75.744,1.7,1.9
18,32,9,9,-218.479861015916,1.7_1.9,42.606,75.744,1.7,1.9
19,32,9,9,-218.479861015916,1.7_1.9,44.973,75.744,1.7,1.9
20,32,9,9,-218.479861015916,1.7_1.9,47.34,75.744,1.7,1.9
21,32,9,9,-218.479861015916,1.7_1.9,49.707,75.744,1.7,1.9
22,32,9,9,-218.479861015916,1.7_1.9,52.074,75.744,1.7,1.9
23,32,9,9,-218.479861015916,1.7_1.9,54.441,75.744,1.7,1.9
24,32,9,9,-218.479861015916,1.7_1.9,56.808,75.744,1.7,1.9
25,32,9,9,-218.479861015916,1.7_1.9,59.175,75.744,1.7,1.9
26,32,9,9,-218.479861015916,1.7_1.9,61.542,75.744,1.7,1.9
27,32,9,9,-218.479861015916,1.7_1.9,63.909,75.744,1.7,1.9
28,32,9,9,-218.479861015916,1.7_1.9,66.276,75.744,1.7,1.9
29,32,9,9,-218.479861015916,1.7_1.9,68.643,75.744,1.7,1.9
30,32,9,9,-218.479861015916,1.7_1.9,71.01,75.744,1.7,1.9
31,32,9,9,-218.479861015916,1.7_1.9,73.377,75.744,1.7,1.9
32,32,9,9,-218.479861015916,1.7_1.9,75.744,75.744,1.7,1.9
